;translation table;;Note / English / adi220_normal / approved;English / adi220_normal / approved;;;Locked / English / adi220_normal / approved;#Modified / English / adi220_normal / approved;German / adi220_normal / approved;;;Locked / German / adi220_normal / approved;#Modified / German / adi220_normal / approved;Czech / adi220_normal / approved;;;Locked / Czech / adi220_normal / approved;#Modified / Czech / adi220_normal / approved;French / adi220_normal / approved;;;Locked / French / adi220_normal / approved;#Modified / French / adi220_normal / approved;Italian / adi220_normal / approved;;;Locked / Italian / adi220_normal / approved;#Modified / Italian / adi220_normal / approved;Portuguese / adi220_normal / approved;;;Locked / Portuguese / adi220_normal / approved;#Modified / Portuguese / adi220_normal / approved;Spanish / adi220_normal / approved;;;Locked / Spanish / adi220_normal / approved;#Modified / Spanish / adi220_normal / approved;Locked / adi220_normal;Layout / adi220_normal;Status / adi220_normal;Comment / adi220_normal;Function;Coordinator;#File;Comment;Status;;
gültig?;Bezeichner;;Screen-Nr.:;English;Display;Überlänge;;;German;Display;Überlänge;;;Czech;Display;Überlänge;;;French;Display;Überlänge;;;Italian;Display;Überlänge;;;Portuguese;Display;Überlänge;;;Spanish;Display;Überlänge;;;;Layout;;;;;;;;Russian;CAN-
;Bezeichner;;Screen-Nr.:;US-English;Display;Überlänge;;;German;Display;Überlänge;;;Russian;Display;Überlänge;;;CAN-French;MISSING LAYOUT !;X;;;Dutch;Display;Überlänge;;;;MISSING LAYOUT !;X;;;Mex-Spanish;MISSING LAYOUT !;X;;;;Layout;;;;;;;;;
;qtn_stp_ta_checkbox_save_pin;;DUMMY for sync with Premium;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;;;;;;;;;;
;qtn_stp_ta_query_enter_name;;DUMMY for sync with Premium;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;;;;;;;;;;
;qtn_stp_ta_query_user_name;;DUMMY for sync with Premium;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;;;;;;;;;;
1;qtn_stp_ta_note_search_phones;S520;S520;Looking for cell phones.\nPlease wait!;"Looking for cell
phones.
Please wait!";0;Not locked;24.01.2006 11:18;Mobiltelefone\nwerden gesucht.\nBitte warten!;"Mobiltelefone
werden gesucht.
Bitte warten!";0;Not locked;06.09.2004 16:22;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;09.02.2005 12:20;"Buscando disp.
bluetooth.
Espere...";"Buscando disp.
bluetooth.
Espere...";0;Not locked;16.03.2005 20:05;Not locked;3_Zeile;Approved;;STP;Voellinger Stefanie;;Created for Cumulus;Proposed
;qtn_stp_ta_bt_modem;;S561;Modem;Modem;0;Not locked;24.01.2006 11:23;Modem;Modem;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;Módem;Módem;0;Not locked;09.02.2005 12:18;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_head_modem;;S591;Modem;Modem;0;Not locked;24.01.2006 11:23;Modem;Modem;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;;EMPTY !;X;Not locked;09.02.2005 12:18;Módem;Módem;0;Not locked;09.02.2005 12:18;Not locked;1_Zeile;;;;;;;
1;qtn_stp_ta_pb_sort_lastname;S669;S669;Surname;Surname;0;;;Nachname;Nachname;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;Apellidos;Apellidos;0;;;;Auswahl;;;;;;;
1;qtn_stp_ta_note_name_exists;S532;S532;Name\nin use;"Name
in use";0;Not locked;24.01.2006 11:21;Name bereits\nvergeben;"Name bereits
vergeben";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Nombre ya asignado;"Nombre ya
asignado";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
1;qtn_stp_ta_note_name_stored;S533;S533;Name saved;Name saved;0;Not locked;24.01.2006 11:20;Name\ngespeichert;"Name
gespeichert";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Nombre memorizado;"Nombre
memorizado";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
;;;;Name:;MISSING LAYOUT !;X;;;Name:;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;;MISSING LAYOUT !;X;;;Nombre;MISSING LAYOUT !;X;;;;;;;;;;;;
1;qtn_stp_ta_menu_no;S577;"S577; S611";No;No;0;Not locked;24.11.2004 15:38;Nein;Nein;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;No;No;0;Not locked;09.02.2005 12:19;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed;
;qtn_stp_ta_templ_no;;;No;MISSING LAYOUT !;X;Not locked;26.10.2004 16:40;Nein.;MISSING LAYOUT !;X;Not locked;28.05.2004 10:33;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;No;MISSING LAYOUT !;X;Not locked;09.02.2005 12:22;Not locked;(none);Approved;;STP;Voellinger Stefanie;;;Proposed;
1;qtn_stp_ta_note_network_busy;S802;S802;Network\nbusy;"Network
busy";0;Not locked;24.01.2006 11:23;Netz derzeit belegt;"Netz derzeit
belegt";0;Not locked;10.05.2002 13:58;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;10.06.2002 14:40;Red ocupada;Red ocupada;0;Not locked;10.06.2002 14:41;Not locked;3_Zeile;Approved;§Error note;STP;Voellinger Stefanie;;Created for Seti;Proposed;
;qtn_stp_ta_note_prov_changed;;S922;Network change to:;"Network change
to:";0;Not locked;24.01.2006 11:18;Netz gewechselt zu:;"Netz gewechselt
zu:";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Red pasa a:;Red pasa a:;0;Not locked;09.02.2005 12:20;Not locked;3_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
;qtn_stp_ta_note_provider_sel;;S912;Network:\n%U\nselected;"Network:
%U
selected";0;Not locked;24.01.2006 11:17;Netz:\n%U\ngewählt;"Netz:
%U
gewählt";0;Not locked;20.04.2005 15:15;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Red\n%U\nseleccionada;"Red
%U
seleccionada";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
;qtn_stp_ta_net_dependent;;S611;Network depnd.;Network depnd.;0;Not locked;24.01.2006 11:23;Netzabhängig;Netzabhängig;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;09.02.2005 12:19;Dep. de la red;Dep. de la red;0;Not locked;09.02.2005 12:19;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed;
;qtn_stp_ta_note_wait_network;;S627;Wait for network;"Wait for
network";0;Not locked;24.01.2006 11:23;Netzantwort\nabwarten;"Netzantwort
abwarten";0;Not locked;06.09.2004 16:22;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;24.01.2006 11:19;;EMPTY !;X;Not locked;09.02.2005 12:21;Solicitando acceso...;"Solicitando
acceso...";0;Not locked;24.01.2006 11:22;Not locked;2_Zeile;Approved;;STP;Voellinger Stefanie;;Created for Cumulus;Proposed;
;qtn_stp_head_provider;;S626;Provider;Provider;0;;;Netzbetreiber;Netzbetreiber;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;Operador;Operador;0;;;;1_Zeile;;;;;;;;
;;;S621;Network mode;Network mode;0;;;Netzmodus;Netzmodus;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;Auswahl;;;;;;;;
;;;SC15;Network mode:;Network mode:;0;;;Netzmodus:;Netzmodus:;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;1_Zeile;;;;;;;;
1;qtn_stp_ta_note_conn_err;S802;S802;Network\nfault;"Network
fault";0;Not locked;24.01.2006 11:18;Netzwerk-\nfehler;"Netzwerk-
fehler";0;Not locked;04.07.2005 13:36;;EMPTY !;X;Not locked;01.09.2005 13:39;;EMPTY !;X;Not locked;01.09.2005 13:39;;EMPTY !;X;Not locked;01.09.2005 13:38;;EMPTY !;X;Not locked;01.09.2005 13:38;Error\nen la red;"Error
en la red";0;Not locked;01.09.2005 13:39;Not locked;3_Zeile;Approved;§Error note;STP;Voellinger Stefanie;;Created for Seti;Proposed;
;qtn_stp_ta_note_sms_rcvd;;;New message received;"New message
received";0;Not locked;10.05.2002 13:49;Neue Kurzmitteilung empfangen;"Neue
Kurzmitteilung
empfangen";0;Not locked;10.05.2002 13:58;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;10.06.2002 14:40;;EMPTY !;X;Not locked;10.06.2002 14:40;Mensaje nuevo recibido;"Mensaje nuevo
recibido";0;Not locked;10.06.2002 14:41;Not locked;4_Zeile;Approved;§Notification: pops up when you received a text message.;STP;Voellinger Stefanie;;Created for Seti;Proposed;????????????
1;qtn_stp_ta_note_new_sms;S903;S903;New\nmessage;"New
message";0;Not locked;24.01.2006 11:21;Neue\nMitteilung;"Neue
Mitteilung";0;Not locked;13.04.2005 18:08;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Nuevo mensaje;Nuevo mensaje;0;Not locked;09.02.2005 12:20;Not locked;2_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed;
;qtn_stp_ta_note_new_sim;;S006;New\nSIM card\nrecognised;"New
SIM card
recognised";0;Not locked;24.01.2006 11:23;Neue\nSIM-Karte\nerkannt;"Neue
SIM-Karte
erkannt";0;Not locked;04.07.2005 13:36;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Se ha detectado una tarjeta SIM nueva;"Se ha detectado
una tarjeta SIM
nueva";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_menu_new_user;S502;S502;New user;New user;0;Not locked;24.01.2006 11:21;Neuer Benutzer;Neuer Benutzer;0;Not locked;25.01.2005 17:37;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Añadir usuario;Añadir usuario;0;Not locked;09.02.2005 12:19;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
1;;SC17;SC17;Found new\ncell phone;"Found new
cell phone";0;;;Neues\nMobiltelefon\nerkannt;"Neues
Mobiltelefon
erkannt";0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;"Se ha
encontrado un
nuevo disp. 
bluetooth
";"Se ha
encontrado un
nuevo disp. 
bluetooth
";41;;;;3_Zeile;;;;;;;
1;;SC22;SC22;New phone book available;"New phone book
available";0;;;Neues\nTelefonbuch\nverfügbar;"Neues
Telefonbuch
verfügbar";0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;"Nueva lista
de contactos";"Nueva lista
de contactos";0;;;;3_Zeile;;;;;;;
1;qtn_stp_ta_supp_not_possible;SB35;SB35;Not possible;Not possible;0;Not locked;24.01.2006 11:18;Nicht möglich;Nicht möglich;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Imposible;Imposible;0;Not locked;09.02.2005 12:21;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_emergency_call;;"S801; S802; S803; S811; S812; S813";Emergency call;Emergency call;0;Not locked;24.01.2006 11:22;Notruf;Notruf;0;Not locked;06.09.2004 16:22;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Llam. de emerg.;Llam. de emerg.;0;Not locked;09.02.2005 12:19;Not locked;1_Zeile;Approved;;STP;Voellinger Stefanie;;Created for Cumulus;Proposed
;qtn_stp_ta_query_sos;;S016;Start emergency call?;"Start emergency
call?";0;;;Notruf\nstarten?;"Notruf
starten?";0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;¿Realizar llam. de emergencia?;"¿Realizar llam.
de emergencia?";0;;;;2_Zeile;;;;;;;
;qtn_stp_ta_mailbox_edit_nbr;;S303;Change no.;Change no.;0;Not locked;24.01.2006 11:21;Nr. ändern;Nr. ändern;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Modificar Núm.;Modificar Núm.;0;Not locked;09.02.2005 12:19;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
1;;S105;S105;number;number;0;;;Nummer;Nummer;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;Número;Número;0;;;;Auswahl;;;;;;;
1;qtn_stp_ta_head_dial_nbr;S305;S305;Dial number;Dial number;0;;;Nummernwahl;Nummernwahl;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;Marcación;Marcación;0;;;;1_Zeile;;;;;;;
1;qtn_stp_ta_main_dial;"S101; S811";"S101; S811";Dial number;Dial number;0;Not locked;24.01.2006 11:19;Nummernwahl;Nummernwahl;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;12.01.2005 11:29;;EMPTY !;X;Not locked;12.01.2005 11:29;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;12.01.2005 11:29;Marcación;Marcación;0;Not locked;09.02.2005 12:19;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
1;;S602;S602;Calls only;Calls only;0;;;Nur Telefonate;Nur Telefonate;0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;Sólo llamadas;Sólo llamadas;0;;;;Auswahl;;;;;;;
1;qtn_stp_ta_menu_ok;"S007; S115; 
S202; S413; S553; S555; S513; S572; S576; S579; S580; S707; S714; S933";"S016; S007; S011; S115; S202; S413; S553; S555; S513; S572; S576; S579; S667; S707; S714; S933; S51B; S982; S992";OK;OK;0;Not locked;26.10.2004 16:40;OK;OK;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;OK;OK;0;Not locked;09.02.2005 12:19;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_menu_options;;;Options;Options;0;Not locked;26.10.2004 16:40;Optionen;Optionen;0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Opciones;Opciones;0;Not locked;09.02.2005 12:19;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_sms_quote;;S443;Original text;Original text;0;Not locked;24.01.2006 11:18;Originaltext;Originaltext;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Texto original;Texto original;0;Not locked;09.02.2005 12:21;Not locked;Auswahl;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_call_service;;;Service call;Service call;0;Not locked;26.10.2004 16:40;Pannenruf;Pannenruf;0;Not locked;19.07.2004 12:30;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Llamada emerg.;Llamada emerg.;0;Not locked;09.02.2005 12:19;Not locked;1_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_head_service_call;;;Service call;Service call;0;Not locked;11.10.2002 16:14;Pannenruf;Pannenruf;0;Not locked;11.10.2002 16:14;;EMPTY !;X;Not locked;06.12.2002 12:29;;EMPTY !;X;Not locked;06.12.2002 12:32;;EMPTY !;X;Not locked;06.12.2002 12:35;;EMPTY !;X;Not locked;06.12.2002 13:17;Llamada servicio;Llamada servicio;0;Not locked;06.12.2002 13:20;Not locked;1_Zeile;Approved;2002-11-28: New text. Please translate.§Header: shown when a service call is active. This is a service you can call when your car broke down;STP;Voellinger Stefanie;;Created for Seti;Proposed
;qtn_stp_ta_head_rsap_passkey;;S51C;Enter password in phone:;"Enter password
in phone:";0;Not locked;24.01.2006 11:20;Passwort im Te-\nlefon eingeben:;"Passwort im Te-
lefon eingeben:";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Introducir contraseña:;"Introducir
contraseña:";0;Not locked;09.02.2005 12:19;Not locked;2_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_passwd_invalid;;SB21;Password\ninvalid;"Password
invalid";0;Not locked;24.01.2006 11:22;Passwort\nungültig;"Passwort
ungültig";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Contraseña incorrecta;"Contraseña
incorrecta";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;qtn_stp_ta_head_passkey;S51D;"S51D; S51B";Password:;Password:;0;Not locked;24.01.2006 11:19;Passwort:;Passwort:;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;;EMPTY !;X;Not locked;09.02.2005 12:19;Contraseña:;Contraseña:;0;Not locked;09.02.2005 12:19;Not locked;1_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_pin_not_active;;SB41;PIN request deactivated;"PIN request
deactivated";0;Not locked;24.01.2006 11:23;PIN-Abfrage\ndeaktiviert;"PIN-Abfrage
deaktiviert";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;Solicitud del código PIN desactivada;"Solicitud del
código PIN
desactivada";0;Not locked;09.02.2005 12:21;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_enter_pin;;;Enter PIN code;Enter PIN code;0;Not locked;10.05.2002 13:49;PIN-Code eingeben;"PIN-Code
eingeben";0;Not locked;13.05.2002 18:34;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;10.06.2002 14:39;;EMPTY !;X;Not locked;10.06.2002 14:40;;EMPTY !;X;Not locked;10.06.2002 14:40;Introduzca el código PIN;"Introduzca el
código PIN";0;Not locked;10.06.2002 14:41;Not locked;4_Zeile;Approved;§Error note;STP;Voellinger Stefanie;;Created for Seti;Proposed
;;;S004a;PIN code\ninvalid for\nSIM mode %U;"PIN code
invalid for
SIM mode %U";0;;;PIN-Code für\nSIM Modus %U\nungültig;"PIN-Code für
SIM Modus %U
ungültig";0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;3_Zeile;;;;;;;
;qtn_stp_ta_note_pin_changed;;SB53;PIN code changed;"PIN code
changed";0;Not locked;24.01.2006 11:22;PIN-Code\ngeändert;"PIN-Code
geändert";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;PIN modificado;PIN modificado;0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_pin_saved;;S013;PIN code\nsaved;"PIN code
saved";0;Not locked;24.01.2006 11:19;PIN-Code\ngespeichert;"PIN-Code
gespeichert";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;PIN memorizado;PIN memorizado;0;Not locked;09.02.2005 13:23;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_wrong_pin;;S004;PIN code\ninvalid;"PIN code
invalid";0;Not locked;24.01.2006 11:18;PIN-Code\nungültig;"PIN-Code
ungültig";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;09.02.2005 12:21;PIN\nincorrecto;"PIN
incorrecto";0;Not locked;09.02.2005 12:21;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_pin_too_long;;S015;PIN too\nlong;"PIN too
long";0;Not locked;24.01.2006 11:23;PIN-Code\nzu lang;"PIN-Code
zu lang";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;16.03.2005 20:05;PIN demasiado largo;"PIN demasiado
largo";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_query_pin;;"S017; S011; S012";PIN code:;PIN code:;0;Not locked;24.01.2006 11:18;PIN-Code:;PIN-Code:;0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;16.03.2005 20:05;;EMPTY !;X;Not locked;09.02.2005 12:21;;EMPTY !;X;Not locked;16.03.2005 20:05;PIN:;PIN:;0;Not locked;09.02.2005 12:21;Not locked;1_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_pin_too_short;;S014;PIN too\nshort;"PIN too
short";0;Not locked;24.01.2006 11:23;PIN-Code\nzu kurz;"PIN-Code
zu kurz";0;Not locked;04.07.2005 13:36;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;16.03.2005 20:05;PIN demasiado corto;"PIN demasiado
corto";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
;qtn_stp_ta_note_pin_codes_diff;;SB52;PIN codes do\nnot match;"PIN codes do
not match";0;Not locked;24.01.2006 11:23;PIN-Codes\nstimmen nicht\nüberein;"PIN-Codes
stimmen nicht
überein";0;Not locked;28.05.2004 10:33;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;;EMPTY !;X;Not locked;09.02.2005 12:20;Los códigos PIN no coinciden;"Los códigos PIN
no coinciden";0;Not locked;09.02.2005 12:20;Not locked;4_Zeile;Approved;;STP;Voellinger Stefanie;;;Proposed
1;;SC13;SC13;Searching for players. Please wait!;"Searching for
players. Please
wait!";0;;;Player werden\ngesucht.\nBitte warten!;"Player werden
gesucht.
Bitte warten!";0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;"Buscando
reproductores.
Espere...";"Buscando
reproductores.
Espere...";0;;;;3_Zeile;;;;;;;
1;;SC12;SC12;Connecting player...;"Connecting
player...";0;;;Player wird\nverbunden.;"Player wird
verbunden.";0;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;;EMPTY !;X;;;"Conectando con
reproductor.";"Conectando con
reproductor.";0;;;;3_Zeile;;;;;;;
